wn_synset,bn:id,pos,lemmata EN,definition,lemmata ES,is it related to music?,note
,bn:01225487n,,"offstage_instrument_or_choir_part_in_classical_music, offstage_horns, offstage_horn, offstage_trumpets, offstage_trumpet_call, offstage_brass_and_percussion, offstage_trumpet","An offstage instrument or choir part in classical music is a sound effect used in orchestral and opera which is created by having one or more instrumentalists from a symphony orchestra or opera orchestra play a note, melody, or rhythm from behind the stage, or having a choir of singers sing a melody from behind the stage.",toque_de_trompetas_fuera_del_escenario,YES,
,bn:01225487n,,"offstage_instrument_or_choir_part_in_classical_music, offstage_horns, offstage_horn, offstage_trumpets, offstage_trumpet_call, offstage_brass_and_percussion, offstage_trumpet","An offstage instrument or choir part in classical music is a sound effect used in orchestral and opera which is created by having one or more instrumentalists from a symphony orchestra or opera orchestra play a note, melody, or rhythm from behind the stage, or having a choir of singers sing a melody from behind the stage.",instrumentos_de_viento_metal_y_percusión_fuera_del_escenario,YES,
,bn:01225487n,,"offstage_instrument_or_choir_part_in_classical_music, offstage_horns, offstage_horn, offstage_trumpets, offstage_trumpet_call, offstage_brass_and_percussion, offstage_trumpet","An offstage instrument or choir part in classical music is a sound effect used in orchestral and opera which is created by having one or more instrumentalists from a symphony orchestra or opera orchestra play a note, melody, or rhythm from behind the stage, or having a choir of singers sing a melody from behind the stage.",trompeta_fuera_del_escenario,YES,
,bn:02798889n,,"octophonic_sound, octophonic_audio, octophonic_music, eight-channel_sound, octophonic, 8.0-channel_surround, 8.0-channel",Octophonic sound is a form of audio reproduction that presents eight discrete audio channels using eight speakers.,sonido_octophonic,YES,
,bn:02798889n,,"octophonic_sound, octophonic_audio, octophonic_music, eight-channel_sound, octophonic, 8.0-channel_surround, 8.0-channel",Octophonic sound is a form of audio reproduction that presents eight discrete audio channels using eight speakers.,audio_octophonic,YES,
,bn:02798889n,,"octophonic_sound, octophonic_audio, octophonic_music, eight-channel_sound, octophonic, 8.0-channel_surround, 8.0-channel",Octophonic sound is a form of audio reproduction that presents eight discrete audio channels using eight speakers.,música_octophonic,YES,
,bn:02798889n,,"octophonic_sound, octophonic_audio, octophonic_music, eight-channel_sound, octophonic, 8.0-channel_surround, 8.0-channel",Octophonic sound is a form of audio reproduction that presents eight discrete audio channels using eight speakers.,sonido_a_ocho_vías,YES,
,bn:02798889n,,"octophonic_sound, octophonic_audio, octophonic_music, eight-channel_sound, octophonic, 8.0-channel_surround, 8.0-channel",Octophonic sound is a form of audio reproduction that presents eight discrete audio channels using eight speakers.,8.0-channel_surround,YES,
,bn:02798889n,,"octophonic_sound, octophonic_audio, octophonic_music, eight-channel_sound, octophonic, 8.0-channel_surround, 8.0-channel",Octophonic sound is a form of audio reproduction that presents eight discrete audio channels using eight speakers.,8.0-channel,YES,
,bn:01410919n,,"octave_twelve, mando-guitar",An octave twelve is a type of 12-string guitar fitted with a short-scale neck and a small solid body.,octava_doce,YES,
,bn:01410919n,,"octave_twelve, mando-guitar",An octave twelve is a type of 12-string guitar fitted with a short-scale neck and a small solid body.,guitarra-mando,YES,
,bn:00399972n,,"nuubaat, nuuba, nubat",Nuubaat is a form of Algerian classical music.,nuubaat,YES,
,bn:00399972n,,"nuubaat, nuuba, nubat",Nuubaat is a form of Algerian classical music.,nuuba,YES,
,bn:00399972n,,"nuubaat, nuuba, nubat",Nuubaat is a form of Algerian classical music.,nubat,YES,
,bn:01737912n,,"number_one_hit, hit_record, hit_singles, runaway_hit, hit_song, number_one_hit_record, bestseller, no._1_hit, hit_single","A hit song, also known as a hit record, hit single or simply a hit, is a recorded song or instrumental that becomes broadly popular or well-known.",hit_número_uno,YES,
,bn:01737912n,,"number_one_hit, hit_record, hit_singles, runaway_hit, hit_song, number_one_hit_record, bestseller, no._1_hit, hit_single","A hit song, also known as a hit record, hit single or simply a hit, is a recorded song or instrumental that becomes broadly popular or well-known.",récord_de_hit,YES,
,bn:01737912n,,"number_one_hit, hit_record, hit_singles, runaway_hit, hit_song, number_one_hit_record, bestseller, no._1_hit, hit_single","A hit song, also known as a hit record, hit single or simply a hit, is a recorded song or instrumental that becomes broadly popular or well-known.",solos_hit,YES,
,bn:00208483n,,nu-funk,Genre of music,nu-funk,YES,
,bn:03086309n,,"novelty_dance, fad_dance, dance_craze, novelty_and_fad_dances, list_of_dance_crazes, novelty_&_fad_dances, novelty/fad_dance, dance_fad, list_of_novelty_dances, list_of_fad_dances",Novelty and fad dances are dances which are typically characterized by a short burst of popularity.,baile_nuevo,YES,
,bn:03086309n,,"novelty_dance, fad_dance, dance_craze, novelty_and_fad_dances, list_of_dance_crazes, novelty_&_fad_dances, novelty/fad_dance, dance_fad, list_of_novelty_dances, list_of_fad_dances",Novelty and fad dances are dances which are typically characterized by a short burst of popularity.,baile_de_moda,YES,
,bn:03086309n,,"novelty_dance, fad_dance, dance_craze, novelty_and_fad_dances, list_of_dance_crazes, novelty_&_fad_dances, novelty/fad_dance, dance_fad, list_of_novelty_dances, list_of_fad_dances",Novelty and fad dances are dances which are typically characterized by a short burst of popularity.,bailes_nuevos_y_de_moda,YES,
,bn:03086309n,,"novelty_dance, fad_dance, dance_craze, novelty_and_fad_dances, list_of_dance_crazes, novelty_&_fad_dances, novelty/fad_dance, dance_fad, list_of_novelty_dances, list_of_fad_dances",Novelty and fad dances are dances which are typically characterized by a short burst of popularity.,lista_de_baile_popular,YES,
,bn:03086309n,,"novelty_dance, fad_dance, dance_craze, novelty_and_fad_dances, list_of_dance_crazes, novelty_&_fad_dances, novelty/fad_dance, dance_fad, list_of_novelty_dances, list_of_fad_dances",Novelty and fad dances are dances which are typically characterized by a short burst of popularity.,lista_de_bailes_nuevos,YES,
,bn:03086309n,,"novelty_dance, fad_dance, dance_craze, novelty_and_fad_dances, list_of_dance_crazes, novelty_&_fad_dances, novelty/fad_dance, dance_fad, list_of_novelty_dances, list_of_fad_dances",Novelty and fad dances are dances which are typically characterized by a short burst of popularity.,lista_de_bailes_de_moda,YES,
,bn:00631423n,,"notes_inégales, notes_inegales, inegale, notes_inegal, notes_inegale","In music, notes inégales refers to a performance practice, mainly from the Baroque and Classical music eras, in which some notes with equal written time values are performed with unequal durations, usually as alternating long and short.",notas_inégales,YES,
,bn:00631423n,,"notes_inégales, notes_inegales, inegale, notes_inegal, notes_inegale","In music, notes inégales refers to a performance practice, mainly from the Baroque and Classical music eras, in which some notes with equal written time values are performed with unequal durations, usually as alternating long and short.",notas_inegales,YES,
,bn:00631423n,,"notes_inégales, notes_inegales, inegale, notes_inegal, notes_inegale","In music, notes inégales refers to a performance practice, mainly from the Baroque and Classical music eras, in which some notes with equal written time values are performed with unequal durations, usually as alternating long and short.",inegale,YES,
,bn:00631423n,,"notes_inégales, notes_inegales, inegale, notes_inegal, notes_inegale","In music, notes inégales refers to a performance practice, mainly from the Baroque and Classical music eras, in which some notes with equal written time values are performed with unequal durations, usually as alternating long and short.",notas_inegal,YES,
,bn:00631423n,,"notes_inégales, notes_inegales, inegale, notes_inegal, notes_inegale","In music, notes inégales refers to a performance practice, mainly from the Baroque and Classical music eras, in which some notes with equal written time values are performed with unequal durations, usually as alternating long and short.",notas_inegale,YES,
,bn:01948357n,,"nos_stereo_technique, nos_stereo_microphone_system",The NOS stereo technique is a method of capturing stereo sound.,técnica_estéreo_nos,YES,
,bn:01948357n,,"nos_stereo_technique, nos_stereo_microphone_system",The NOS stereo technique is a method of capturing stereo sound.,sistema_de_micrófono_estéreo_nos,YES,
,bn:02556186n,,"nonsense_song, nonsensical_song",A nonsense song is a type of song written mainly for the purpose of entertainment using nonsense syllables at least in the chorus.,canción_tontería,YES,
,bn:02556186n,,"nonsense_song, nonsensical_song",A nonsense song is a type of song written mainly for the purpose of entertainment using nonsense syllables at least in the chorus.,canción_sin_sentido,YES,
,bn:00604882n,,"non-lexical_vocables_in_music, non-lexical_vocables, vocables_in_music","Non-lexical vocables, which may be mixed with meaningful text, are a form of nonsense syllable used in a wide variety of music.",vocablos_no-léxicos_en_música,YES,
,bn:00604882n,,"non-lexical_vocables_in_music, non-lexical_vocables, vocables_in_music","Non-lexical vocables, which may be mixed with meaningful text, are a form of nonsense syllable used in a wide variety of music.",vocablos_no-léxicos,YES,
,bn:00604882n,,"non-lexical_vocables_in_music, non-lexical_vocables, vocables_in_music","Non-lexical vocables, which may be mixed with meaningful text, are a form of nonsense syllable used in a wide variety of music.",vocablos_en_música,YES,
,bn:01336960n,,"nisiotika, music_of_the_aegean_islands, music_of_the_cyclades, music_of_the_dodecanese_islands","Nisiotika are the songs and dances of Greek islands with a variety of styles, played by ethnic Greeks in Greece, Cyprus, Australia, the United States and elsewhere.",nisiotika,YES,
,bn:01336960n,,"nisiotika, music_of_the_aegean_islands, music_of_the_cyclades, music_of_the_dodecanese_islands","Nisiotika are the songs and dances of Greek islands with a variety of styles, played by ethnic Greeks in Greece, Cyprus, Australia, the United States and elsewhere.",música_de_las_islas_del_egeo,YES,
,bn:01336960n,,"nisiotika, music_of_the_aegean_islands, music_of_the_cyclades, music_of_the_dodecanese_islands","Nisiotika are the songs and dances of Greek islands with a variety of styles, played by ethnic Greeks in Greece, Cyprus, Australia, the United States and elsewhere.",música_de_las_cíclades,YES,
,bn:01336960n,,"nisiotika, music_of_the_aegean_islands, music_of_the_cyclades, music_of_the_dodecanese_islands","Nisiotika are the songs and dances of Greek islands with a variety of styles, played by ethnic Greeks in Greece, Cyprus, Australia, the United States and elsewhere.",música_de_las_islas_del_dodecaneso,YES,
,bn:00314144n,,"nigerien_hip_hop, rap_nigerien","Rap Nigerien is a hip hop music style that first appeared in Niamey, Niger, at the end of 1998.",hip_hop_nigeriano,YES,
,bn:00314144n,,"nigerien_hip_hop, rap_nigerien","Rap Nigerien is a hip hop music style that first appeared in Niamey, Niger, at the end of 1998.",rap_nigeriano,YES,
,bn:02038702n,,nigerian_gospel,Gospel songs are a kind of motivational Christian music that has become a major part of Nigerian music.,góspel_nigeriano,YES,
,bn:14641265n,,"nhạc_đỏ, nhac_do, red_music, vietnamese_red_music","Nhạc đỏ or literally ""Red Music"" is the common name of the revolutionary music genre in Vietnam.",nhạc_đỏ,YES,
,bn:14641265n,,"nhạc_đỏ, nhac_do, red_music, vietnamese_red_music","Nhạc đỏ or literally ""Red Music"" is the common name of the revolutionary music genre in Vietnam.",nhac_do,YES,
,bn:14641265n,,"nhạc_đỏ, nhac_do, red_music, vietnamese_red_music","Nhạc đỏ or literally ""Red Music"" is the common name of the revolutionary music genre in Vietnam.",música_roja,YES,
,bn:14641265n,,"nhạc_đỏ, nhac_do, red_music, vietnamese_red_music","Nhạc đỏ or literally ""Red Music"" is the common name of the revolutionary music genre in Vietnam.",música_roja_vientamita,YES,
,bn:00482645n,,"nhạc_dân_tộc_cải_biên, nhac_dan_toc_cai_bien, nhac_toc_cai_bien",Nhạc dân tộc cải biên is a modern form of Vietnamese folk music which arose in the 1950s after the founding of the Hanoi Conservatory of Music in 1956.,nhạc_dân_tộc_cải_biên,YES,
,bn:00482645n,,"nhạc_dân_tộc_cải_biên, nhac_dan_toc_cai_bien, nhac_toc_cai_bien",Nhạc dân tộc cải biên is a modern form of Vietnamese folk music which arose in the 1950s after the founding of the Hanoi Conservatory of Music in 1956.,nhac_dan_toc_cai_bien,YES,
,bn:00482645n,,"nhạc_dân_tộc_cải_biên, nhac_dan_toc_cai_bien, nhac_toc_cai_bien",Nhạc dân tộc cải biên is a modern form of Vietnamese folk music which arose in the 1950s after the founding of the Hanoi Conservatory of Music in 1956.,nhac_toc_cai_bien,YES,
,bn:03336883n,,"newa_music, newari_music, newar_music","Newa Music, also spelled Newar Music, is traditional music developed in Nepal by the Newars.",música_newa,YES,
,bn:03336883n,,"newa_music, newari_music, newar_music","Newa Music, also spelled Newar Music, is traditional music developed in Nepal by the Newars.",música_newari,YES,
,bn:03336883n,,"newa_music, newari_music, newar_music","Newa Music, also spelled Newar Music, is traditional music developed in Nepal by the Newars.",música_newar,YES,
,bn:03365931n,,"new_wave_of_new_wave, new_new_wave, nwonw, the_new_wave_of_the_new_wave","The New Wave of New Wave was a term coined by music journalists to describe a subgenre of the British alternative rock scene in the early 1990s, in which bands displayed post-punk and new wave influences, particularly from bands such as The Clash, Blondie, Wire, and The Stranglers.",nueva_ola_de_nueva_ola,YES,
,bn:03365931n,,"new_wave_of_new_wave, new_new_wave, nwonw, the_new_wave_of_the_new_wave","The New Wave of New Wave was a term coined by music journalists to describe a subgenre of the British alternative rock scene in the early 1990s, in which bands displayed post-punk and new wave influences, particularly from bands such as The Clash, Blondie, Wire, and The Stranglers.",nueva_nueva_ola,YES,
,bn:03365931n,,"new_wave_of_new_wave, new_new_wave, nwonw, the_new_wave_of_the_new_wave","The New Wave of New Wave was a term coined by music journalists to describe a subgenre of the British alternative rock scene in the early 1990s, in which bands displayed post-punk and new wave influences, particularly from bands such as The Clash, Blondie, Wire, and The Stranglers.",nwonw,YES,
,bn:03365931n,,"new_wave_of_new_wave, new_new_wave, nwonw, the_new_wave_of_the_new_wave","The New Wave of New Wave was a term coined by music journalists to describe a subgenre of the British alternative rock scene in the early 1990s, in which bands displayed post-punk and new wave influences, particularly from bands such as The Clash, Blondie, Wire, and The Stranglers.",la_nueva_ola_de_la_nueva_ola,YES,
,bn:01952273n,,"new_wave_music_in_yugoslavia, novi_talas, novi_val, new_wave_in_yugoslavia, nov_bran, the_yugoslav_new_wave_music_scene, new_wave_scene_in_yugoslavia, the_new_wave_scene_in_yugoslavia, the_yugoslav_new_wave_scene, yugoslav_new_wave, yugoslav_new_wave_music_scene, yu_new_wave, yugoslav_new_wave_music",New wave in Yugoslavia was the new wave music scene of the Socialist Federal Republic of Yugoslavia.,música_nueva_ola_en_yugoslavia,YES,
,bn:01952273n,,"new_wave_music_in_yugoslavia, novi_talas, novi_val, new_wave_in_yugoslavia, nov_bran, the_yugoslav_new_wave_music_scene, new_wave_scene_in_yugoslavia, the_new_wave_scene_in_yugoslavia, the_yugoslav_new_wave_scene, yugoslav_new_wave, yugoslav_new_wave_music_scene, yu_new_wave, yugoslav_new_wave_music",New wave in Yugoslavia was the new wave music scene of the Socialist Federal Republic of Yugoslavia.,novi_talas,YES,
,bn:01952273n,,"new_wave_music_in_yugoslavia, novi_talas, novi_val, new_wave_in_yugoslavia, nov_bran, the_yugoslav_new_wave_music_scene, new_wave_scene_in_yugoslavia, the_new_wave_scene_in_yugoslavia, the_yugoslav_new_wave_scene, yugoslav_new_wave, yugoslav_new_wave_music_scene, yu_new_wave, yugoslav_new_wave_music",New wave in Yugoslavia was the new wave music scene of the Socialist Federal Republic of Yugoslavia.,novi_val,YES,
,bn:01952273n,,"new_wave_music_in_yugoslavia, novi_talas, novi_val, new_wave_in_yugoslavia, nov_bran, the_yugoslav_new_wave_music_scene, new_wave_scene_in_yugoslavia, the_new_wave_scene_in_yugoslavia, the_yugoslav_new_wave_scene, yugoslav_new_wave, yugoslav_new_wave_music_scene, yu_new_wave, yugoslav_new_wave_music",New wave in Yugoslavia was the new wave music scene of the Socialist Federal Republic of Yugoslavia.,nueva_ola_en_yugoslavia,YES,
,bn:01952273n,,"new_wave_music_in_yugoslavia, novi_talas, novi_val, new_wave_in_yugoslavia, nov_bran, the_yugoslav_new_wave_music_scene, new_wave_scene_in_yugoslavia, the_new_wave_scene_in_yugoslavia, the_yugoslav_new_wave_scene, yugoslav_new_wave, yugoslav_new_wave_music_scene, yu_new_wave, yugoslav_new_wave_music",New wave in Yugoslavia was the new wave music scene of the Socialist Federal Republic of Yugoslavia.,nov_bran,YES,
,bn:01952273n,,"new_wave_music_in_yugoslavia, novi_talas, novi_val, new_wave_in_yugoslavia, nov_bran, the_yugoslav_new_wave_music_scene, new_wave_scene_in_yugoslavia, the_new_wave_scene_in_yugoslavia, the_yugoslav_new_wave_scene, yugoslav_new_wave, yugoslav_new_wave_music_scene, yu_new_wave, yugoslav_new_wave_music",New wave in Yugoslavia was the new wave music scene of the Socialist Federal Republic of Yugoslavia.,escena_de_la_música_nueva_ola_yugoslava,YES,
,bn:01952273n,,"new_wave_music_in_yugoslavia, novi_talas, novi_val, new_wave_in_yugoslavia, nov_bran, the_yugoslav_new_wave_music_scene, new_wave_scene_in_yugoslavia, the_new_wave_scene_in_yugoslavia, the_yugoslav_new_wave_scene, yugoslav_new_wave, yugoslav_new_wave_music_scene, yu_new_wave, yugoslav_new_wave_music",New wave in Yugoslavia was the new wave music scene of the Socialist Federal Republic of Yugoslavia.,la_escena_nueva_ola_en_yugoslavia,YES,
,bn:01952273n,,"new_wave_music_in_yugoslavia, novi_talas, novi_val, new_wave_in_yugoslavia, nov_bran, the_yugoslav_new_wave_music_scene, new_wave_scene_in_yugoslavia, the_new_wave_scene_in_yugoslavia, the_yugoslav_new_wave_scene, yugoslav_new_wave, yugoslav_new_wave_music_scene, yu_new_wave, yugoslav_new_wave_music",New wave in Yugoslavia was the new wave music scene of the Socialist Federal Republic of Yugoslavia.,la_escena_nueva_ola_yugoslava,YES,
,bn:01952273n,,"new_wave_music_in_yugoslavia, novi_talas, novi_val, new_wave_in_yugoslavia, nov_bran, the_yugoslav_new_wave_music_scene, new_wave_scene_in_yugoslavia, the_new_wave_scene_in_yugoslavia, the_yugoslav_new_wave_scene, yugoslav_new_wave, yugoslav_new_wave_music_scene, yu_new_wave, yugoslav_new_wave_music",New wave in Yugoslavia was the new wave music scene of the Socialist Federal Republic of Yugoslavia.,nueva_ola_yugoslava,YES,
,bn:01952273n,,"new_wave_music_in_yugoslavia, novi_talas, novi_val, new_wave_in_yugoslavia, nov_bran, the_yugoslav_new_wave_music_scene, new_wave_scene_in_yugoslavia, the_new_wave_scene_in_yugoslavia, the_yugoslav_new_wave_scene, yugoslav_new_wave, yugoslav_new_wave_music_scene, yu_new_wave, yugoslav_new_wave_music",New wave in Yugoslavia was the new wave music scene of the Socialist Federal Republic of Yugoslavia.,escena_musical_nueva_ola_yugoslava,YES,
,bn:01952273n,,"new_wave_music_in_yugoslavia, novi_talas, novi_val, new_wave_in_yugoslavia, nov_bran, the_yugoslav_new_wave_music_scene, new_wave_scene_in_yugoslavia, the_new_wave_scene_in_yugoslavia, the_yugoslav_new_wave_scene, yugoslav_new_wave, yugoslav_new_wave_music_scene, yu_new_wave, yugoslav_new_wave_music",New wave in Yugoslavia was the new wave music scene of the Socialist Federal Republic of Yugoslavia.,nueva_ola_yu,YES,
,bn:01952273n,,"new_wave_music_in_yugoslavia, novi_talas, novi_val, new_wave_in_yugoslavia, nov_bran, the_yugoslav_new_wave_music_scene, new_wave_scene_in_yugoslavia, the_new_wave_scene_in_yugoslavia, the_yugoslav_new_wave_scene, yugoslav_new_wave, yugoslav_new_wave_music_scene, yu_new_wave, yugoslav_new_wave_music",New wave in Yugoslavia was the new wave music scene of the Socialist Federal Republic of Yugoslavia.,música_nueva_ola_yugoslava,YES,
,bn:02260476n,,new_orleans_soul,New Orleans soul is a musical style derived from the soul music which has a large influence of the Gospel.,soul_de_nueva_orleans,YES,
,bn:03559097n,,"new_jersey_hardcore, new_jersey_punk",New Jersey hardcore is hardcore punk and metalcore music created in New Jersey and to the subculture associated with that music.,hard_core_de_nueva_jersey,YES,
,bn:03559097n,,"new_jersey_hardcore, new_jersey_punk",New Jersey hardcore is hardcore punk and metalcore music created in New Jersey and to the subculture associated with that music.,punk_de_nueva_jersey,YES,
,bn:00975444n,,"nevel, nebel, nabla",The nevel or nebel was a stringed instrument used by the ancient Hebrew people.,nevel,YES,
,bn:00975444n,,"nevel, nebel, nabla",The nevel or nebel was a stringed instrument used by the ancient Hebrew people.,nebel,YES,
,bn:00975444n,,"nevel, nebel, nabla",The nevel or nebel was a stringed instrument used by the ancient Hebrew people.,nabla,YES,
,bn:00627351n,,"nepalese_rock, nepali_rock","Nepalese rock refers to rock music culture of Nepal and the Nepali-speaking regions in India like Sikkim and northern West Bengal, and some parts of Bhutan and Burma.",rock_nepalés,YES,
,bn:00627351n,,"nepalese_rock, nepali_rock","Nepalese rock refers to rock music culture of Nepal and the Nepali-speaking regions in India like Sikkim and northern West Bengal, and some parts of Bhutan and Burma.",rock_nepal,YES,
,bn:01607877n,,neolin,"The neolin is a modern custom variant of the violin which incorporates a fretted fingerboard, cutaway body, and tremolo mechanism based on the electric guitar.",neolin,YES,
,bn:01622727n,,"neoconservative_postmodernism, neo-conservative_postmodernism, ‘neo-conservative’_postmodernism, neoconservative_post-modernism, neo-conservative_post-modernism","In music, neoconservative postmodernism is ""a sort of 'postmodernism of reaction',"" which values ""textual unity and organicism as totalizing musical structures"" like ""latter-day modernists"".",postmodernismo_neoconservador,YES,
,bn:15279100n,,"neoclassical_new-age_music, neoclassical_new_age, neoclassical, neoclassical_new_age_music","Within the broad movement of new-age music, neoclassical new-age music is influenced by and sometimes also based upon baroque or classical music, especially in terms of melody and composition.",música_new_age_neoclásica,YES,
,bn:15279100n,,"neoclassical_new-age_music, neoclassical_new_age, neoclassical, neoclassical_new_age_music","Within the broad movement of new-age music, neoclassical new-age music is influenced by and sometimes also based upon baroque or classical music, especially in terms of melody and composition.",new_age_neoclásico,YES,
,bn:15279100n,,"neoclassical_new-age_music, neoclassical_new_age, neoclassical, neoclassical_new_age_music","Within the broad movement of new-age music, neoclassical new-age music is influenced by and sometimes also based upon baroque or classical music, especially in terms of melody and composition.",neoclásico,YES,
,bn:03642053n,,"neo-bop_jazz, neo-bop","Neo-bop refers to a style of jazz that gained popularity in the 1980s among musicians who found greater aesthetic affinity for acoustically-based, swinging, melodic forms of jazz than for free jazz and jazz fusion that had gained prominence in the 1960s and 1970s.",jazz_neo-pop,YES,
,bn:03642053n,,"neo-bop_jazz, neo-bop","Neo-bop refers to a style of jazz that gained popularity in the 1980s among musicians who found greater aesthetic affinity for acoustically-based, swinging, melodic forms of jazz than for free jazz and jazz fusion that had gained prominence in the 1960s and 1970s.",neo-pop,YES,
,bn:00951626n,,"needle_drop, needledrop, vinyl_rip, needle-drop",A needle drop is a version of a music album that has been transferred from a vinyl record to digital audio or other formats.,needle_drop,YES,
,bn:00951626n,,"needle_drop, needledrop, vinyl_rip, needle-drop",A needle drop is a version of a music album that has been transferred from a vinyl record to digital audio or other formats.,needledrop,YES,
,bn:00951626n,,"needle_drop, needledrop, vinyl_rip, needle-drop",A needle drop is a version of a music album that has been transferred from a vinyl record to digital audio or other formats.,vinyl_rip,YES,
,bn:00951626n,,"needle_drop, needledrop, vinyl_rip, needle-drop",A needle drop is a version of a music album that has been transferred from a vinyl record to digital audio or other formats.,needle-drop,YES,
,bn:02835800n,,needle_drop,The needle drop is a technique used in hip hop deejaying.,needle_drop,YES,
,bn:17026664n,,"ndzendze, dzendze","The ndzendze is a Comorian musical instrument, of the box-zither type, possibly derived from the Malagasy valiha.",ndzendze,YES,
,bn:17026664n,,"ndzendze, dzendze","The ndzendze is a Comorian musical instrument, of the box-zither type, possibly derived from the Malagasy valiha.",dzendze,YES,
,bn:00749587n,,navajo_music,"Navajo music is music made by Navajos, mostly hailing from the Four Corners region of the Southwestern United States and the territory of the Navajo Nation.",música_navajo,YES,
,bn:03616475n,,"national_socialist_black_metal, nsbm, anti-semitism_in_black_metal, national_socialistic_black_metal, neo-nazi_black_metal, national_socialist_metal, aryan_black_metal, national_socialist_satanic_metal, fascist_satanic_metal, nazi_metal, national_socialist_pagan_metal, hitlerist_satanic_metal, nazi_black_metal, hitlerist_black_metal, fascist_black_metal, national_socialist_viking_metal","National Socialist black metal, also known as NSBM, Aryan black metal, and Neo-Nazi black metal, is a political movement and sub-genre within the black metal music scene that promotes neo-Nazism, and Fascist and white supremacist ideologies.",metal_negro_socialista_nacionalista,YES,
,bn:03616475n,,"national_socialist_black_metal, nsbm, anti-semitism_in_black_metal, national_socialistic_black_metal, neo-nazi_black_metal, national_socialist_metal, aryan_black_metal, national_socialist_satanic_metal, fascist_satanic_metal, nazi_metal, national_socialist_pagan_metal, hitlerist_satanic_metal, nazi_black_metal, hitlerist_black_metal, fascist_black_metal, national_socialist_viking_metal","National Socialist black metal, also known as NSBM, Aryan black metal, and Neo-Nazi black metal, is a political movement and sub-genre within the black metal music scene that promotes neo-Nazism, and Fascist and white supremacist ideologies.",nsbm,YES,
,bn:03616475n,,"national_socialist_black_metal, nsbm, anti-semitism_in_black_metal, national_socialistic_black_metal, neo-nazi_black_metal, national_socialist_metal, aryan_black_metal, national_socialist_satanic_metal, fascist_satanic_metal, nazi_metal, national_socialist_pagan_metal, hitlerist_satanic_metal, nazi_black_metal, hitlerist_black_metal, fascist_black_metal, national_socialist_viking_metal","National Socialist black metal, also known as NSBM, Aryan black metal, and Neo-Nazi black metal, is a political movement and sub-genre within the black metal music scene that promotes neo-Nazism, and Fascist and white supremacist ideologies.",antisemitismo_en_el_metal_negro,YES,
,bn:03616475n,,"national_socialist_black_metal, nsbm, anti-semitism_in_black_metal, national_socialistic_black_metal, neo-nazi_black_metal, national_socialist_metal, aryan_black_metal, national_socialist_satanic_metal, fascist_satanic_metal, nazi_metal, national_socialist_pagan_metal, hitlerist_satanic_metal, nazi_black_metal, hitlerist_black_metal, fascist_black_metal, national_socialist_viking_metal","National Socialist black metal, also known as NSBM, Aryan black metal, and Neo-Nazi black metal, is a political movement and sub-genre within the black metal music scene that promotes neo-Nazism, and Fascist and white supremacist ideologies.",metal_negro_neonazi,YES,
,bn:03616475n,,"national_socialist_black_metal, nsbm, anti-semitism_in_black_metal, national_socialistic_black_metal, neo-nazi_black_metal, national_socialist_metal, aryan_black_metal, national_socialist_satanic_metal, fascist_satanic_metal, nazi_metal, national_socialist_pagan_metal, hitlerist_satanic_metal, nazi_black_metal, hitlerist_black_metal, fascist_black_metal, national_socialist_viking_metal","National Socialist black metal, also known as NSBM, Aryan black metal, and Neo-Nazi black metal, is a political movement and sub-genre within the black metal music scene that promotes neo-Nazism, and Fascist and white supremacist ideologies.",metal_socialista_nacionalista,YES,
,bn:03616475n,,"national_socialist_black_metal, nsbm, anti-semitism_in_black_metal, national_socialistic_black_metal, neo-nazi_black_metal, national_socialist_metal, aryan_black_metal, national_socialist_satanic_metal, fascist_satanic_metal, nazi_metal, national_socialist_pagan_metal, hitlerist_satanic_metal, nazi_black_metal, hitlerist_black_metal, fascist_black_metal, national_socialist_viking_metal","National Socialist black metal, also known as NSBM, Aryan black metal, and Neo-Nazi black metal, is a political movement and sub-genre within the black metal music scene that promotes neo-Nazism, and Fascist and white supremacist ideologies.",metal_negro_ario,YES,
,bn:03616475n,,"national_socialist_black_metal, nsbm, anti-semitism_in_black_metal, national_socialistic_black_metal, neo-nazi_black_metal, national_socialist_metal, aryan_black_metal, national_socialist_satanic_metal, fascist_satanic_metal, nazi_metal, national_socialist_pagan_metal, hitlerist_satanic_metal, nazi_black_metal, hitlerist_black_metal, fascist_black_metal, national_socialist_viking_metal","National Socialist black metal, also known as NSBM, Aryan black metal, and Neo-Nazi black metal, is a political movement and sub-genre within the black metal music scene that promotes neo-Nazism, and Fascist and white supremacist ideologies.",metal_satánico_socialista_nacionalista,YES,
,bn:03616475n,,"national_socialist_black_metal, nsbm, anti-semitism_in_black_metal, national_socialistic_black_metal, neo-nazi_black_metal, national_socialist_metal, aryan_black_metal, national_socialist_satanic_metal, fascist_satanic_metal, nazi_metal, national_socialist_pagan_metal, hitlerist_satanic_metal, nazi_black_metal, hitlerist_black_metal, fascist_black_metal, national_socialist_viking_metal","National Socialist black metal, also known as NSBM, Aryan black metal, and Neo-Nazi black metal, is a political movement and sub-genre within the black metal music scene that promotes neo-Nazism, and Fascist and white supremacist ideologies.",metal_satánico_fascista,YES,
