wn_synset,bn:id,pos,lemmata EN,definition,lemmata FR,is it related to music?
,bn:00019905n,,clog_dancer,Someone who does clog dancing,obstruer_danseur,YES
,bn:00020057n,,"cluck, clucking",The sound made by a hen (as in calling her chicks),gloussant,YES
,bn:00020057n,,"cluck, clucking",The sound made by a hen (as in calling her chicks),glousser,YES
,bn:00020060n,,"thud, thump, clump, clunk, thumping",A heavy dull sound (as made by impact of heavy objects),martèlement,YES
,bn:00020060n,,"thud, thump, clump, clunk, thumping",A heavy dull sound (as made by impact of heavy objects),lancinant,YES
,bn:00020060n,,"thud, thump, clump, clunk, thumping",A heavy dull sound (as made by impact of heavy objects),clunk,YES
,bn:00020269n,,"cock-a-doodle-doo, cocka-doodle-doo, cockadoodledoo",An imitation of the crow of a cock,cock-a-doodle-doo,YES
,bn:00020269n,,"cock-a-doodle-doo, cocka-doodle-doo, cockadoodledoo",An imitation of the crow of a cock,coquerico,YES
,bn:00021069n,,"triad, common_chord, harmonic_triad, triadic_music, pivot_chord, common-chord, triadic, pivot, theory_of_triads, triadic_chord, diatonic_pivot_chord",A three-note major or minor chord; a note and its third and fifth tones,corde_commune,YES
,bn:00021129n,,"common_time, four-four_time, common_measure, 4/4, 4/4 time, quadruple_time",A time signature indicating four beats to the bar,temps_commun,YES
,bn:00021129n,,"common_time, four-four_time, common_measure, 4/4, 4/4 time, quadruple_time",A time signature indicating four beats to the bar,quatre_temps,YES
,bn:00021129n,,"common_time, four-four_time, common_measure, 4/4, 4/4 time, quadruple_time",A time signature indicating four beats to the bar,quatre_à_quatre_temps,YES
,bn:00021129n,,"common_time, four-four_time, common_measure, 4/4, 4/4 time, quadruple_time",A time signature indicating four beats to the bar,rythme_binaire,YES
,bn:00021560n,,"concert-goer, concertogoer, music_lover",Someone who attends concerts,concert-goer,YES
,bn:00021562n,,"concert_grand, concert_grand_piano, concert_piano",A grand piano suitable for concert performances,concert_de_piano,YES
,bn:00021562n,,"concert_grand, concert_grand_piano, concert_piano",A grand piano suitable for concert performances,grand_concert,YES
,bn:00022011n,,"consonance, harmoniousness",The property of sounding harmonious,consonance_et_dissonance,YES
,bn:00022221n,,"country_dance, anglais, angloise, english_country_dance, contredanse, country-dance, country_dancing, contradance, contra_danse, set_dance, contradanse, english_dance, english_country_dances, contra_dance, set, irish_set_dance, english_country_dancing, set_dancing, engelska, engelsk",A type of folk dance in which couples are arranged in sets or face one another in a line,contre_danse,YES
,bn:00022221n,,"country_dance, anglais, angloise, english_country_dance, contredanse, country-dance, country_dancing, contradance, contra_danse, set_dance, contradanse, english_dance, english_country_dances, contra_dance, set, irish_set_dance, english_country_dancing, set_dancing, engelska, engelsk",A type of folk dance in which couples are arranged in sets or face one another in a line,danse_contra,YES
,bn:00022221n,,"country_dance, anglais, angloise, english_country_dance, contredanse, country-dance, country_dancing, contradance, contra_danse, set_dance, contradanse, english_dance, english_country_dances, contra_dance, set, irish_set_dance, english_country_dancing, set_dancing, engelska, engelsk",A type of folk dance in which couples are arranged in sets or face one another in a line,pays-danse,YES
,bn:00022221n,,"country_dance, anglais, angloise, english_country_dance, contredanse, country-dance, country_dancing, contradance, contra_danse, set_dance, contradanse, english_dance, english_country_dances, contra_dance, set, irish_set_dance, english_country_dancing, set_dancing, engelska, engelsk",A type of folk dance in which couples are arranged in sets or face one another in a line,contredance_anglaise,YES
,bn:00022406n,,"coo, pigeon_coo",The sound made by a pigeon,roucouler,YES
,bn:00022750n,,"trumpet, cornet, trump, trumpet_player, horn, jaw_harp, jew's_trump, jew's_harp, ozark_harp, trumpeter, juice_harp, guimbarde, mouth_harp, chromatic_trumpet, cornets, soprano_bugle, jazz_trumpeter, cornettist, kornett, super_c_trumpet, trumpeters, lead_trumpet, trompete, trumpet., echo_cornet, tromba, herald_trumpet, alto_trumpet",A brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves,cornet,YES
,bn:00022750n,,"trumpet, cornet, trump, trumpet_player, horn, jaw_harp, jew's_trump, jew's_harp, ozark_harp, trumpeter, juice_harp, guimbarde, mouth_harp, chromatic_trumpet, cornets, soprano_bugle, jazz_trumpeter, cornettist, kornett, super_c_trumpet, trumpeters, lead_trumpet, trompete, trumpet., echo_cornet, tromba, herald_trumpet, alto_trumpet",A brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves,cornet_à_pistons,YES
,bn:00022750n,,"trumpet, cornet, trump, trumpet_player, horn, jaw_harp, jew's_trump, jew's_harp, ozark_harp, trumpeter, juice_harp, guimbarde, mouth_harp, chromatic_trumpet, cornets, soprano_bugle, jazz_trumpeter, cornettist, kornett, super_c_trumpet, trumpeters, lead_trumpet, trompete, trumpet., echo_cornet, tromba, herald_trumpet, alto_trumpet",A brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves,cornet_à_piston,YES
,bn:00022750n,,"trumpet, cornet, trump, trumpet_player, horn, jaw_harp, jew's_trump, jew's_harp, ozark_harp, trumpeter, juice_harp, guimbarde, mouth_harp, chromatic_trumpet, cornets, soprano_bugle, jazz_trumpeter, cornettist, kornett, super_c_trumpet, trumpeters, lead_trumpet, trompete, trumpet., echo_cornet, tromba, herald_trumpet, alto_trumpet",A brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves,cornet_a_pistons,YES
,bn:00022750n,,"trumpet, cornet, trump, trumpet_player, horn, jaw_harp, jew's_trump, jew's_harp, ozark_harp, trumpeter, juice_harp, guimbarde, mouth_harp, chromatic_trumpet, cornets, soprano_bugle, jazz_trumpeter, cornettist, kornett, super_c_trumpet, trumpeters, lead_trumpet, trompete, trumpet., echo_cornet, tromba, herald_trumpet, alto_trumpet",A brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves,trompettistes,YES
,bn:00022750n,,"trumpet, cornet, trump, trumpet_player, horn, jaw_harp, jew's_trump, jew's_harp, ozark_harp, trumpeter, juice_harp, guimbarde, mouth_harp, chromatic_trumpet, cornets, soprano_bugle, jazz_trumpeter, cornettist, kornett, super_c_trumpet, trumpeters, lead_trumpet, trompete, trumpet., echo_cornet, tromba, herald_trumpet, alto_trumpet",A brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves,trompette_alto,YES
,bn:00022750n,,"trumpet, cornet, trump, trumpet_player, horn, jaw_harp, jew's_trump, jew's_harp, ozark_harp, trumpeter, juice_harp, guimbarde, mouth_harp, chromatic_trumpet, cornets, soprano_bugle, jazz_trumpeter, cornettist, kornett, super_c_trumpet, trumpeters, lead_trumpet, trompete, trumpet., echo_cornet, tromba, herald_trumpet, alto_trumpet",A brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves,trompettes,YES
,bn:00022750n,,"trumpet, cornet, trump, trumpet_player, horn, jaw_harp, jew's_trump, jew's_harp, ozark_harp, trumpeter, juice_harp, guimbarde, mouth_harp, chromatic_trumpet, cornets, soprano_bugle, jazz_trumpeter, cornettist, kornett, super_c_trumpet, trumpeters, lead_trumpet, trompete, trumpet., echo_cornet, tromba, herald_trumpet, alto_trumpet",A brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves,trompettiste_de_jazz,YES
,bn:00022792n,,"threnody, dirges, threnodies, laments, dirge,  coronach, lament, requiem, lamentation, coranich, corrinoch, funeral_song, coranach, cronach",A song or hymn of mourning composed or performed as a memorial to a dead person,threne,YES
,bn:00022792n,,"threnody, dirges, threnodies, laments, dirge,  coronach, lament, requiem, lamentation, coranich, corrinoch, funeral_song, coranach, cronach",A song or hymn of mourning composed or performed as a memorial to a dead person,messe_de_funérailles,YES
,bn:00022792n,,"threnody, dirges, threnodies, laments, dirge,  coronach, lament, requiem, lamentation, coranich, corrinoch, funeral_song, coranach, cronach",A song or hymn of mourning composed or performed as a memorial to a dead person,chant_funèbre,YES
,bn:00022792n,,"threnody, dirges, threnodies, laments, dirge,  coronach, lament, requiem, lamentation, coranich, corrinoch, funeral_song, coranach, cronach",A song or hymn of mourning composed or performed as a memorial to a dead person,messe_de_requiem,YES
,bn:00022792n,,"threnody, dirges, threnodies, laments, dirge,  coronach, lament, requiem, lamentation, coranich, corrinoch, funeral_song, coranach, cronach",A song or hymn of mourning composed or performed as a memorial to a dead person,mélopée,YES
,bn:00022792n,,"threnody, dirges, threnodies, laments, dirge,  coronach, lament, requiem, lamentation, coranich, corrinoch, funeral_song, coranach, cronach",A song or hymn of mourning composed or performed as a memorial to a dead person,élégie,YES
,bn:00022792n,,"threnody, dirges, threnodies, laments, dirge,  coronach, lament, requiem, lamentation, coranich, corrinoch, funeral_song, coranach, cronach",A song or hymn of mourning composed or performed as a memorial to a dead person,lamentation,YES
,bn:00022792n,,"threnody, dirges, threnodies, laments, dirge,  coronach, lament, requiem, lamentation, coranich, corrinoch, funeral_song, coranach, cronach",A song or hymn of mourning composed or performed as a memorial to a dead person,complainte,YES
,bn:00022792n,,"threnody, dirges, threnodies, laments, dirge,  coronach, lament, requiem, lamentation, coranich, corrinoch, funeral_song, coranach, cronach",A song or hymn of mourning composed or performed as a memorial to a dead person,kommos,YES
,bn:00022792n,,"threnody, dirges, threnodies, laments, dirge,  coronach, lament, requiem, lamentation, coranich, corrinoch, funeral_song, coranach, cronach",A song or hymn of mourning composed or performed as a memorial to a dead person,coronach,YES
,bn:00022792n,,"threnody, dirges, threnodies, laments, dirge,  coronach, lament, requiem, lamentation, coranich, corrinoch, funeral_song, coranach, cronach",A song or hymn of mourning composed or performed as a memorial to a dead person,thrénodie,YES
,bn:00022792n,,"threnody, dirges, threnodies, laments, dirge,  coronach, lament, requiem, lamentation, coranich, corrinoch, funeral_song, coranach, cronach",A song or hymn of mourning composed or performed as a memorial to a dead person,lamento,YES
,bn:00022792n,,"threnody, dirges, threnodies, laments, dirge,  coronach, lament, requiem, lamentation, coranich, corrinoch, funeral_song, coranach, cronach",A song or hymn of mourning composed or performed as a memorial to a dead person,chants_funèbres,YES
,bn:00023049n,,"cotillion, cottillon, french_country_dance, cotilion",A lively dance originating in France in the 18th century,accessoire_de_cotillon,YES
,bn:00023049n,,"cotillion, cottillon, french_country_dance, cotilion",A lively dance originating in France in the 18th century,accessoires_de_cotillon,YES
,bn:00023400n,,"cowbell, cow_bell, livestock_bell, cencerro, treichlen, sheepbell, trichel, cloches_à_vache, kuhschellen, trycheln, heavy_metal_cowbell, treicheln, bullock_bell, cloches_a_vache, cow_bells, trychel, kuhglocken, sheep_bell, treichle",A bell hung around the neck of cow so that the cow can be easily located,cloche_de_campagne,YES
,bn:00023400n,,"cowbell, cow_bell, livestock_bell, cencerro, treichlen, sheepbell, trichel, cloches_à_vache, kuhschellen, trycheln, heavy_metal_cowbell, treicheln, bullock_bell, cloches_a_vache, cow_bells, trychel, kuhglocken, sheep_bell, treichle",A bell hung around the neck of cow so that the cow can be easily located,cloche_de_vache,YES
,bn:00023876n,,"croak, croaking",A harsh hoarse utterance (as of a frog),coasser,YES
,bn:00023914n,,"crumhorn, crumm_horn, Krummhorn, Krummpfeife, Kumbhorn, cornamuto_torto, crum_horn, piva_torto, krumhorn, cremorne, krum_horn, cromorne, piva_torta,  storto, curved_horn, crumhorns, krummhorn,  krummpfeife, kumbhorn",A Renaissance woodwind with a double reed and a curving tube (crooked horn),cromorne,YES
,bn:00023914n,,"crumhorn, crumm_horn, Krummhorn, Krummpfeife, Kumbhorn, cornamuto_torto, crum_horn, piva_torto, krumhorn, cremorne, krum_horn, cromorne, piva_torta,  storto, curved_horn, crumhorns, krummhorn,  krummpfeife, kumbhorn",A Renaissance woodwind with a double reed and a curving tube (crooked horn),krummhorn,YES
,bn:00023914n,,"crumhorn, crumm_horn, Krummhorn, Krummpfeife, Kumbhorn, cornamuto_torto, crum_horn, piva_torto, krumhorn, cremorne, krum_horn, cromorne, piva_torta,  storto, curved_horn, crumhorns, krummhorn,  krummpfeife, kumbhorn",A Renaissance woodwind with a double reed and a curving tube (crooked horn),crumm_horn,YES
,bn:00023914n,,"crumhorn, crumm_horn, Krummhorn, Krummpfeife, Kumbhorn, cornamuto_torto, crum_horn, piva_torto, krumhorn, cremorne, krum_horn, cromorne, piva_torta,  storto, curved_horn, crumhorns, krummhorn,  krummpfeife, kumbhorn",A Renaissance woodwind with a double reed and a curving tube (crooked horn),krummpfeife,YES
,bn:00023914n,,"crumhorn, crumm_horn, Krummhorn, Krummpfeife, Kumbhorn, cornamuto_torto, crum_horn, piva_torto, krumhorn, cremorne, krum_horn, cromorne, piva_torta,  storto, curved_horn, crumhorns, krummhorn,  krummpfeife, kumbhorn",A Renaissance woodwind with a double reed and a curving tube (crooked horn),piva_torta,YES
,bn:00023914n,,"crumhorn, crumm_horn, Krummhorn, Krummpfeife, Kumbhorn, cornamuto_torto, crum_horn, piva_torto, krumhorn, cremorne, krum_horn, cromorne, piva_torta,  storto, curved_horn, crumhorns, krummhorn,  krummpfeife, kumbhorn",A Renaissance woodwind with a double reed and a curving tube (crooked horn),cornamuto_torto,YES
,bn:00023914n,,"crumhorn, crumm_horn, Krummhorn, Krummpfeife, Kumbhorn, cornamuto_torto, crum_horn, piva_torto, krumhorn, cremorne, krum_horn, cromorne, piva_torta,  storto, curved_horn, crumhorns, krummhorn,  krummpfeife, kumbhorn",A Renaissance woodwind with a double reed and a curving tube (crooked horn),crum_horn,YES
,bn:00023914n,,"crumhorn, crumm_horn, Krummhorn, Krummpfeife, Kumbhorn, cornamuto_torto, crum_horn, piva_torto, krumhorn, cremorne, krum_horn, cromorne, piva_torta,  storto, curved_horn, crumhorns, krummhorn,  krummpfeife, kumbhorn",A Renaissance woodwind with a double reed and a curving tube (crooked horn),piva_torto,YES
,bn:00023914n,,"crumhorn, crumm_horn, Krummhorn, Krummpfeife, Kumbhorn, cornamuto_torto, crum_horn, piva_torto, krumhorn, cremorne, krum_horn, cromorne, piva_torta,  storto, curved_horn, crumhorns, krummhorn,  krummpfeife, kumbhorn",A Renaissance woodwind with a double reed and a curving tube (crooked horn),kumbhorn,YES
,bn:00023914n,,"crumhorn, crumm_horn, Krummhorn, Krummpfeife, Kumbhorn, cornamuto_torto, crum_horn, piva_torto, krumhorn, cremorne, krum_horn, cromorne, piva_torta,  storto, curved_horn, crumhorns, krummhorn,  krummpfeife, kumbhorn",A Renaissance woodwind with a double reed and a curving tube (crooked horn),krumhorn,YES
,bn:00024018n,,"crosstalk, xt",The presence of an unwanted signal via an accidental coupling,xt,YES
,bn:00024055n,,crow,The cry of a cock (or an imitation of it),corbeau,YES
,bn:00024055n,,crow,The cry of a cock (or an imitation of it),corneille,YES
,bn:00024158n,,"cry, yell",A loud utterance of emotion (especially when inarticulate),pleurer,YES
,bn:00025128n,,"damper, damper_felt, piano_damper_felt, piano_damper, damper_block",Damper consisting of a small felted block that drops onto a piano string to stop its vibration,bloc_d'amortissement,YES
,bn:00025128n,,"damper, damper_felt, piano_damper_felt, piano_damper, damper_block",Damper consisting of a small felted block that drops onto a piano string to stop its vibration,amortisseur_de_piano,YES
,bn:00025142n,,"dance, dancing, western_dance, dancers, dance_organizations, male_dancers, dance_magazines, danse, dances, dance_rhythm, dance_writers, music_and_movement, male_dancer, dance_show, dance_by_country",An artistic form of nonverbal communication,danses,YES
,bn:00025142n,,"dance, dancing, western_dance, dancers, dance_organizations, male_dancers, dance_magazines, danse, dances, dance_rhythm, dance_writers, music_and_movement, male_dancer, dance_show, dance_by_country",An artistic form of nonverbal communication,la_danse,YES
,bn:00025142n,,"dance, dancing, western_dance, dancers, dance_organizations, male_dancers, dance_magazines, danse, dances, dance_rhythm, dance_writers, music_and_movement, male_dancer, dance_show, dance_by_country",An artistic form of nonverbal communication,danser,YES
,bn:00025144n,,"dance, dancing, terpsichore, saltation",Taking a series of rhythmical steps (and movements) in time to music,danser,YES
,bn:00025144n,,"dance, dancing, terpsichore, saltation",Taking a series of rhythmical steps (and movements) in time to music,danseurs,YES
,bn:00025144n,,"dance, dancing, terpsichore, saltation",Taking a series of rhythmical steps (and movements) in time to music,danses,YES
,bn:00025144n,,"dance, dancing, terpsichore, saltation",Taking a series of rhythmical steps (and movements) in time to music,saltation,YES
,bn:00025148n,,"dance_master, dancing-master, dancing_master",A professional teacher of dancing,dance_master,YES
,bn:00025152n,,"dance_routine, dance_step, dance_move, dance_pattern, dance_figure, dance_variation, dance_movement, step_pattern, step, dance_steps, dance-figures, dance_moves, step_sheet, dance-figure",A sequence of foot movements that make up a particular dance,danser_étape,YES
,bn:00025153n,,"dancer, professional_dancer, terpsichorean",A performer who dances professionally,terpsichorean,YES
,bn:00025154n,,"attendant, attendee, social_dancer, dancer",A person who participates in a social gathering arranged for dancing (as a ball),danseur_social,YES
,bn:00025466n,,"decibel, dB, db, tu, transmission_unit, decibel_scale, msc, decibels, dbrnc, dbi1, ㏈, dbμv, millibel, 20_log_rule, bell_unit, dbd, dbi, decibal, db-hz, dbuv, dbu, decible, absolute_db, dbv, dbhz, relative_db, miles_of_standard_cable",A logarithmic unit of sound intensity; 10 times the logarithm of the ratio of the sound intensity to some reference intensity,décibels,YES
,bn:00025466n,,"decibel, dB, db, tu, transmission_unit, decibel_scale, msc, decibels, dbrnc, dbi1, ㏈, dbμv, millibel, 20_log_rule, bell_unit, dbd, dbi, decibal, db-hz, dbuv, dbu, decible, absolute_db, dbv, dbhz, relative_db, miles_of_standard_cable",A logarithmic unit of sound intensity; 10 times the logarithm of the ratio of the sound intensity to some reference intensity,decibel,YES
,bn:00025592n,,"death_knell, death_bell",A bell rung to announce a death,la_mort_de_cloche,YES
,bn:00026140n,,"thirty-second_note, demisemiquaver, 32nd_note, huitième_de_soupir, demisemiquaver_rest, huitieme_de_soupir, thirty-second_notes, thirty-second_rest, triple-croche, biscroma, thirty_second_note, 𝅀, triple_croche, zweiunddreissigstel-note, thirty-second-note",A musical note having the time value of a thirty-second of a whole note,triple-croche,YES
,bn:00026140n,,"thirty-second_note, demisemiquaver, 32nd_note, huitième_de_soupir, demisemiquaver_rest, huitieme_de_soupir, thirty-second_notes, thirty-second_rest, triple-croche, biscroma, thirty_second_note, 𝅀, triple_croche, zweiunddreissigstel-note, thirty-second-note",A musical note having the time value of a thirty-second of a whole note,triples-croches,YES
,bn:00026140n,,"thirty-second_note, demisemiquaver, 32nd_note, huitième_de_soupir, demisemiquaver_rest, huitieme_de_soupir, thirty-second_notes, thirty-second_rest, triple-croche, biscroma, thirty_second_note, 𝅀, triple_croche, zweiunddreissigstel-note, thirty-second-note",A musical note having the time value of a thirty-second of a whole note,triples_croches,YES
,bn:00026140n,,"thirty-second_note, demisemiquaver, 32nd_note, huitième_de_soupir, demisemiquaver_rest, huitieme_de_soupir, thirty-second_notes, thirty-second_rest, triple-croche, biscroma, thirty_second_note, 𝅀, triple_croche, zweiunddreissigstel-note, thirty-second-note",A musical note having the time value of a thirty-second of a whole note,32e_noter,YES
,bn:00026331n,,"music_department, department_of_music",The academic department responsible for teaching music and music appreciation,département_de_musique,YES
,bn:00026878n,,"diaphragm, loudspeaker_cone, microphone_diaphragm, loudspeaker_diaphragm, speaker_cone, speaker_cones",Electro-acoustic transducer that vibrates to receive or produce sound waves,cône_haut-parleur,YES
,bn:00026878n,,"diaphragm, loudspeaker_cone, microphone_diaphragm, loudspeaker_diaphragm, speaker_cone, speaker_cones",Electro-acoustic transducer that vibrates to receive or produce sound waves,parleur,YES
,bn:00026878n,,"diaphragm, loudspeaker_cone, microphone_diaphragm, loudspeaker_diaphragm, speaker_cone, speaker_cones",Electro-acoustic transducer that vibrates to receive or produce sound waves,membrane,YES
,bn:00027188n,,ding,A ringing sound,ding,YES
,bn:00027740n,,dissonance,Disagreeable sounds,consonance_et_dissonance,YES
,bn:00027789n,,"distress_signal, distress_call, distress_flag, maritime_distress_signal, distress_signals, i_need_help, flag_of_distress, signal_of_distress, distress_alert, triangular_distress_pattern, distress_calls, call_for_help",An internationally recognized signal sent out by a ship or plane indicating that help is needed,appel_à_l'aide,YES
,bn:00027789n,,"distress_signal, distress_call, distress_flag, maritime_distress_signal, distress_signals, i_need_help, flag_of_distress, signal_of_distress, distress_alert, triangular_distress_pattern, distress_calls, call_for_help",An internationally recognized signal sent out by a ship or plane indicating that help is needed,signaux_de_détresse,YES
,bn:00027789n,,"distress_signal, distress_call, distress_flag, maritime_distress_signal, distress_signals, i_need_help, flag_of_distress, signal_of_distress, distress_alert, triangular_distress_pattern, distress_calls, call_for_help",An internationally recognized signal sent out by a ship or plane indicating that help is needed,signal_de_detresse,YES
,bn:00027789n,,"distress_signal, distress_call, distress_flag, maritime_distress_signal, distress_signals, i_need_help, flag_of_distress, signal_of_distress, distress_alert, triangular_distress_pattern, distress_calls, call_for_help",An internationally recognized signal sent out by a ship or plane indicating that help is needed,appel_de_détresse,YES
,bn:00027789n,,"distress_signal, distress_call, distress_flag, maritime_distress_signal, distress_signals, i_need_help, flag_of_distress, signal_of_distress, distress_alert, triangular_distress_pattern, distress_calls, call_for_help",An internationally recognized signal sent out by a ship or plane indicating that help is needed,détresse,YES
,bn:00027967n,,"do, doh, ut, c",The syllable naming the first (tonic) note of any major scale in solmization,faire,YES
,bn:00027967n,,"do, doh, ut, c",The syllable naming the first (tonic) note of any major scale in solmization,doh,YES
,bn:00027970n,,"dosado, do-si-do, dos-à-dos, do-se-do, DoSaDo, Dosado, dos-a-dos, back_to_back, do_si_do, do-sa-do, does-eye-doe, do-se-dos, dosido, dosey-doe, dosey_doe, do_sa_do",A square-dance figure; two dancers approach each other and circle back to back before returning to their original places,faire-si-do,YES
,bn:00028172n,,"dominant, dominant_key, dominant_triad, harmonic_axis, dominant_chord, dominant_function, dominant_note",(music) the fifth note of the diatonic scale,accord_de_dominante,YES
,bn:00028357n,,"double_reed, double-reed_instrument, double_reed_instrument, reedpipes_with_quadruple_reeds, reedpipes_with_double_reeds",A woodwind that has a pair of joined reeds that vibrate together,instrument_à_double_anche,YES
,bn:00028357n,,"double_reed, double-reed_instrument, double_reed_instrument, reedpipes_with_quadruple_reeds, reedpipes_with_double_reeds",A woodwind that has a pair of joined reeds that vibrate together,instrument_a_anche_double,YES
,bn:00028387n,,double_flat,A musical notation of two flats in front of a note indicating that it is to be lowered by two semitones,doubler_plat,YES
,bn:00028409n,,"double_stopping, double_stop, double-stopping, double-stop, multiple_stopping, triple_stop, multiple_stop, doublestop, doublestops, double_stops",Stopping two strings and producing two notes at the same time,double_arrêt,YES
,bn:00028409n,,"double_stopping, double_stop, double-stopping, double-stop, multiple_stopping, triple_stop, multiple_stop, doublestop, doublestops, double_stops",Stopping two strings and producing two notes at the same time,double_cordes,YES
,bn:00028409n,,"double_stopping, double_stop, double-stopping, double-stop, multiple_stopping, triple_stop, multiple_stop, doublestop, doublestops, double_stops",Stopping two strings and producing two notes at the same time,doubles_cordes,YES
,bn:00028476n,,"down_bow, down-bow, downbow",A downward stroke from the heel to the tip of the bow,down-bow,YES
,bn:00028822n,,"monotone, droning, drone",An unchanging intonation,faux_bourdon,YES
,bn:00028891n,,"drum, membranophone, sri_lanka_drum, drum_instrument, thammattama, singing_membranophone, sound_of_a_drum, udekkia, shaken_membranophone, cord_membranophone, struck_membranophone, metal_drums, drum_body, tube_membranophone, drums, drum_clamp, directly_struck_membranophone, tympan, membranophones, drum_playing, davula, geta_bera, vessel_membranophone, sri_lankan_drums, tubular_drum, hand_membranophone, kandyan_drum, list_of_membranophones, plucked_membranophone, stick_membranophone, list_of_drums, pre-drum, free_singing_membranophone",A musical percussion instrument; usually consists of a hollow cylinder with a membrane stretched across each end,membranophones,YES
,bn:00028891n,,"drum, membranophone, sri_lanka_drum, drum_instrument, thammattama, singing_membranophone, sound_of_a_drum, udekkia, shaken_membranophone, cord_membranophone, struck_membranophone, metal_drums, drum_body, tube_membranophone, drums, drum_clamp, directly_struck_membranophone, tympan, membranophones, drum_playing, davula, geta_bera, vessel_membranophone, sri_lankan_drums, tubular_drum, hand_membranophone, kandyan_drum, list_of_membranophones, plucked_membranophone, stick_membranophone, list_of_drums, pre-drum, free_singing_membranophone",A musical percussion instrument; usually consists of a hollow cylinder with a membrane stretched across each end,membraphone,YES
,bn:00028891n,,"drum, membranophone, sri_lanka_drum, drum_instrument, thammattama, singing_membranophone, sound_of_a_drum, udekkia, shaken_membranophone, cord_membranophone, struck_membranophone, metal_drums, drum_body, tube_membranophone, drums, drum_clamp, directly_struck_membranophone, tympan, membranophones, drum_playing, davula, geta_bera, vessel_membranophone, sri_lankan_drums, tubular_drum, hand_membranophone, kandyan_drum, list_of_membranophones, plucked_membranophone, stick_membranophone, list_of_drums, pre-drum, free_singing_membranophone",A musical percussion instrument; usually consists of a hollow cylinder with a membrane stretched across each end,percussion_à_peau,YES
,bn:00028891n,,"drum, membranophone, sri_lanka_drum, drum_instrument, thammattama, singing_membranophone, sound_of_a_drum, udekkia, shaken_membranophone, cord_membranophone, struck_membranophone, metal_drums, drum_body, tube_membranophone, drums, drum_clamp, directly_struck_membranophone, tympan, membranophones, drum_playing, davula, geta_bera, vessel_membranophone, sri_lankan_drums, tubular_drum, hand_membranophone, kandyan_drum, list_of_membranophones, plucked_membranophone, stick_membranophone, list_of_drums, pre-drum, free_singing_membranophone",A musical percussion instrument; usually consists of a hollow cylinder with a membrane stretched across each end,du_latin_tympanum,YES
,bn:00029084n,,"dulcimer, appalachian_dulcimer, harmonium, hog_fiddle, music_box, harmony_box, mountain_zither, dulcimore, dulcymore, delcimer, delcimore",A stringed instrument used in American folk music; an elliptical body and a fretted fingerboard and three strings,tympanon,YES
,bn:00029085n,,"dulcimer, hammered_dulcimer",A trapezoidal zither whose metal strings are struck with light hammers,tympanon,YES
,bn:00029151n,,"duple_time, duple_meter, duple_metre",Musical time with two beats in each bar,deux_temps,YES
,bn:00029151n,,"duple_time, duple_meter, duple_metre",Musical time with two beats in each bar,rythme_binaire,YES
,bn:00029294n,,"headroom, dynamic_headroom",The capacity of a system to reproduce loud sounds without distortion,marge_dynamique,YES
,bn:00029372n,,"ear, ears, ear_embryology, development_of_the_ears, ear_diseases, embryonic_development_of_the_human_ear, human_ear, lughole, vestibulocochlear_organ, lugholes",The sense organ for hearing and equilibrium,oreilles,YES
,bn:00029372n,,"ear, ears, ear_embryology, development_of_the_ears, ear_diseases, embryonic_development_of_the_human_ear, human_ear, lughole, vestibulocochlear_organ, lugholes",The sense organ for hearing and equilibrium,mal_d'oreille,YES
,bn:00029372n,,"ear, ears, ear_embryology, development_of_the_ears, ear_diseases, embryonic_development_of_the_human_ear, human_ear, lughole, vestibulocochlear_organ, lugholes",The sense organ for hearing and equilibrium,épi,YES
,bn:00029372n,,"ear, ears, ear_embryology, development_of_the_ears, ear_diseases, embryonic_development_of_the_human_ear, human_ear, lughole, vestibulocochlear_organ, lugholes",The sense organ for hearing and equilibrium,oreille_humaine,YES
,bn:00059091n,,opener,The first event in a series,ouvrant,YES
,bn:00070848n,,shag,A lively dance step consisting of hopping on each foot in turn,shag,YES
,bn:00072046n,,slam,A forceful impact that makes a loud noise,frappement,YES
,bn:00073362n,,"spike_mike, spike_microphone",A contact microphone for listening through walls,microphone_de_contact,YES
,bn:00077127n,,thunderer,A noisemaker that makes a sound like thunder,tonnerreur,YES
,bn:00078283n,,trigon,A triangular lyre of ancient Greece and Rome,trigon,YES
,bn:00079417n,,"utterer, vocalizer, vocaliser",An organism that can utter vocal sounds,vocalisateur,YES
,bn:00082062n,,zizz,A buzzing or whizzing sound,zizz,YES
,bn:00133388n,,"reggae_genres, list_of_genres_of_reggae, list_of_reggae_genres, skinhead_reggae",There are several subgenres of reggae music including various predecessors to the form.,genres_musicaux_reggae,YES
