wn_synset,bn:id,lemmata EN,definition,lemmata DE,is it related to music?
,bn:01852118n,"discant, discantus, english_discant","Discant, or descant, originated as a style of liturgical setting in the Middle Ages, associated with the development of the Notre Dame school of polyphony.",diskant,YES
,bn:02451269n,"djent, djent_metal, djentcore, djentstep, djent_music",Djent is a subgenre of progressive metal.,djent,YES
,bn:03049255n,"dojin_music, doujin_music, dōjin_music, doujin_ongaku","Doujin music, also called otokei doujin in Japan, is a sub-category of doujin activity.",dōjin-musik,YES
,bn:03049255n,"dojin_music, doujin_music, dōjin_music, doujin_ongaku","Doujin music, also called otokei doujin in Japan, is a sub-category of doujin activity.",dōjin_ongaku,YES
,bn:03049255n,"dojin_music, doujin_music, dōjin_music, doujin_ongaku","Doujin music, also called otokei doujin in Japan, is a sub-category of doujin activity.",dojin_ongaku,YES
,bn:03049255n,"dojin_music, doujin_music, dōjin_music, doujin_ongaku","Doujin music, also called otokei doujin in Japan, is a sub-category of doujin activity.",dojin_musik,YES
,bn:03049255n,"dojin_music, doujin_music, dōjin_music, doujin_ongaku","Doujin music, also called otokei doujin in Japan, is a sub-category of doujin activity.",dōjin_music,YES
,bn:00012146n,"thunder, roaring, roar, boom, thunderclap, clap_of_thunder, peal_of_thunder",A deep prolonged loud noise,donner,YES
,bn:00012146n,"thunder, roaring, roar, boom, thunderclap, clap_of_thunder, peal_of_thunder",A deep prolonged loud noise,donnerschlag,YES
,bn:00012146n,"thunder, roaring, roar, boom, thunderclap, clap_of_thunder, peal_of_thunder",A deep prolonged loud noise,donnern,YES
,bn:00958845n,"doom_metal, funeral_doom, blackened_doom_metal, stoner_doom, traditional_doom, black/doom, sludge_doom_metal, proto-doom, epic_doom_metal, king_goat, funeral_doom_metal, blackened_death-doom, doom_music, stoner_doom_metal, blackdoom, doom_rock, black-doom, blackened_doom, progressive_doom, traditional_doom_metal, epic_doom, progressive_doom_metal, doom_metal_music, gothic/doom_metal, black_doom, gothic-doom","Doom metal is an extreme subgenre of heavy metal music that typically uses slower tempos, low-tuned guitars and a much ""thicker"" or ""heavier"" sound than other heavy metal genres.",doom_metal,YES
,bn:00958845n,"doom_metal, funeral_doom, blackened_doom_metal, stoner_doom, traditional_doom, black/doom, sludge_doom_metal, proto-doom, epic_doom_metal, king_goat, funeral_doom_metal, blackened_death-doom, doom_music, stoner_doom_metal, blackdoom, doom_rock, black-doom, blackened_doom, progressive_doom, traditional_doom_metal, epic_doom, progressive_doom_metal, doom_metal_music, gothic/doom_metal, black_doom, gothic-doom","Doom metal is an extreme subgenre of heavy metal music that typically uses slower tempos, low-tuned guitars and a much ""thicker"" or ""heavier"" sound than other heavy metal genres.",doomcore,YES
,bn:00958845n,"doom_metal, funeral_doom, blackened_doom_metal, stoner_doom, traditional_doom, black/doom, sludge_doom_metal, proto-doom, epic_doom_metal, king_goat, funeral_doom_metal, blackened_death-doom, doom_music, stoner_doom_metal, blackdoom, doom_rock, black-doom, blackened_doom, progressive_doom, traditional_doom_metal, epic_doom, progressive_doom_metal, doom_metal_music, gothic/doom_metal, black_doom, gothic-doom","Doom metal is an extreme subgenre of heavy metal music that typically uses slower tempos, low-tuned guitars and a much ""thicker"" or ""heavier"" sound than other heavy metal genres.",doom-metal,YES
,bn:00958845n,"doom_metal, funeral_doom, blackened_doom_metal, stoner_doom, traditional_doom, black/doom, sludge_doom_metal, proto-doom, epic_doom_metal, king_goat, funeral_doom_metal, blackened_death-doom, doom_music, stoner_doom_metal, blackdoom, doom_rock, black-doom, blackened_doom, progressive_doom, traditional_doom_metal, epic_doom, progressive_doom_metal, doom_metal_music, gothic/doom_metal, black_doom, gothic-doom","Doom metal is an extreme subgenre of heavy metal music that typically uses slower tempos, low-tuned guitars and a much ""thicker"" or ""heavier"" sound than other heavy metal genres.",funeral_doom,YES
,bn:00958845n,"doom_metal, funeral_doom, blackened_doom_metal, stoner_doom, traditional_doom, black/doom, sludge_doom_metal, proto-doom, epic_doom_metal, king_goat, funeral_doom_metal, blackened_death-doom, doom_music, stoner_doom_metal, blackdoom, doom_rock, black-doom, blackened_doom, progressive_doom, traditional_doom_metal, epic_doom, progressive_doom_metal, doom_metal_music, gothic/doom_metal, black_doom, gothic-doom","Doom metal is an extreme subgenre of heavy metal music that typically uses slower tempos, low-tuned guitars and a much ""thicker"" or ""heavier"" sound than other heavy metal genres.",funeral_doom-metal-band,YES
,bn:02343762n,"music_artist, professional_musician",Occupation,doppel_zu_musiker,YES
,bn:00964189n,"dream_pop, dream-pop, dreampop, dream, dream_rock",Dream pop is a subgenre of alternative rock and neo-psychedelia that developed in the 1980s.,dream_pop,YES
,bn:00964189n,"dream_pop, dream-pop, dreampop, dream, dream_rock",Dream pop is a subgenre of alternative rock and neo-psychedelia that developed in the 1980s.,dreampop,YES
,bn:00964189n,"dream_pop, dream-pop, dreampop, dream, dream_rock",Dream pop is a subgenre of alternative rock and neo-psychedelia that developed in the 1980s.,ambient_pop,YES
,bn:00485785n,d_tuning,Optional.empty,d-stimmung,YES
,bn:01976467n,"dubstep, dub_step, liquid_dubstep, 1990s_dubstep, filthy_dubstep, orchestral_dubstep, dubstep/archive5, newpost-dubstep, metalstep, post-dub, filthstep, dubstep_music, wub_wub_wub, electrostep, dub-step, soft_dubstep, brostep, epicstep, post-dubstep, popstep, wobble_bass, tempa","A genre of electronic music descended from 2-step garage, characterised by its dark mood, sparse, half-step and two-step rhythms, an average bpm of 140 and an emphasis on sub-bass.",dubstep,YES
,bn:01976467n,"dubstep, dub_step, liquid_dubstep, 1990s_dubstep, filthy_dubstep, orchestral_dubstep, dubstep/archive5, newpost-dubstep, metalstep, post-dub, filthstep, dubstep_music, wub_wub_wub, electrostep, dub-step, soft_dubstep, brostep, epicstep, post-dubstep, popstep, wobble_bass, tempa","A genre of electronic music descended from 2-step garage, characterised by its dark mood, sparse, half-step and two-step rhythms, an average bpm of 140 and an emphasis on sub-bass.",post-dubstep,YES
,bn:03348427n,"duranguense, el_pasito_de_durango, musica_durangunese, musica_de_durango, música_de_durango, música_durangunese, música_duranguense, pasito_duranguense, musica_duranguense, la_musica_duranguense, durango_music, el_pasito_duranguense",Duranguense is a genre of Regional Mexican music.,duranguense,YES
,bn:00952705n,"east_coast_hip_hop, east_coast_rap, new_york_hip-hop, list_of_east_coast_hip_hop_artists, east_coast_hip-hop, new_york_rap, east_coast_rapper, new_york_hip_hop, dunn_language, east_coast_renaissance",East Coast hip hop is a regional subgenre of hip hop music that originated in New York City during the 1970s.,eastcoast-hip-hop,YES
,bn:00952705n,"east_coast_hip_hop, east_coast_rap, new_york_hip-hop, list_of_east_coast_hip_hop_artists, east_coast_hip-hop, new_york_rap, east_coast_rapper, new_york_hip_hop, dunn_language, east_coast_renaissance",East Coast hip hop is a regional subgenre of hip hop music that originated in New York City during the 1970s.,eastcoast_hip_hop,YES
,bn:00952705n,"east_coast_hip_hop, east_coast_rap, new_york_hip-hop, list_of_east_coast_hip_hop_artists, east_coast_hip-hop, new_york_rap, east_coast_rapper, new_york_hip_hop, dunn_language, east_coast_renaissance",East Coast hip hop is a regional subgenre of hip hop music that originated in New York City during the 1970s.,eastcoast_pop,YES
,bn:00952705n,"east_coast_hip_hop, east_coast_rap, new_york_hip-hop, list_of_east_coast_hip_hop_artists, east_coast_hip-hop, new_york_rap, east_coast_rapper, new_york_hip_hop, dunn_language, east_coast_renaissance",East Coast hip hop is a regional subgenre of hip hop music that originated in New York City during the 1970s.,eastcoast-pop,YES
,bn:00952705n,"east_coast_hip_hop, east_coast_rap, new_york_hip-hop, list_of_east_coast_hip_hop_artists, east_coast_hip-hop, new_york_rap, east_coast_rapper, new_york_hip_hop, dunn_language, east_coast_renaissance",East Coast hip hop is a regional subgenre of hip hop music that originated in New York City during the 1970s.,eastcoast_hip-hop,YES
,bn:00952705n,"east_coast_hip_hop, east_coast_rap, new_york_hip-hop, list_of_east_coast_hip_hop_artists, east_coast_hip-hop, new_york_rap, east_coast_rapper, new_york_hip_hop, dunn_language, east_coast_renaissance",East Coast hip hop is a regional subgenre of hip hop music that originated in New York City during the 1970s.,eastcoast,YES
,bn:00952705n,"east_coast_hip_hop, east_coast_rap, new_york_hip-hop, list_of_east_coast_hip_hop_artists, east_coast_hip-hop, new_york_rap, east_coast_rapper, new_york_hip_hop, dunn_language, east_coast_renaissance",East Coast hip hop is a regional subgenre of hip hop music that originated in New York City during the 1970s.,east_coast_rap,YES
,bn:01762868n,"electric_boogaloo, electric_boogie",Electric boogaloo is a dance style closely related to the earlier Boogaloo street dance performed in Oakland and popping; it combines modern popping techniques and earlier boogaloo forms.,electric_boogie,YES
,bn:01762868n,"electric_boogaloo, electric_boogie",Electric boogaloo is a dance style closely related to the earlier Boogaloo street dance performed in Oakland and popping; it combines modern popping techniques and earlier boogaloo forms.,electro_boogie,YES
,bn:01762868n,"electric_boogaloo, electric_boogie",Electric boogaloo is a dance style closely related to the earlier Boogaloo street dance performed in Oakland and popping; it combines modern popping techniques and earlier boogaloo forms.,electric_boogaloo,YES
,bn:01266789n,"electro_dance, milky_way_dance, tecktonik, vertigo_dance, tecktonic, electrodance, danse_electro, hairtonik, techtonik",Electro dance is a frenetic and quirky form of street dance typically performed to electro house music.,Electro_dance,YES
,bn:01266789n,"electro_dance, milky_way_dance, tecktonik, vertigo_dance, tecktonic, electrodance, danse_electro, hairtonik, techtonik",Electro dance is a frenetic and quirky form of street dance typically performed to electro house music.,tecktonik,YES
,bn:00339257n,synthpunk,"Synthpunk je hudební žánr, který kombinuje prvky elektronické hudby a punk rocku.",electropunk,YES
,bn:00339257n,synthpunk,"Synthpunk je hudební žánr, který kombinuje prvky elektronické hudby a punk rocku.",elektropunk,YES
,bn:00339257n,synthpunk,"Synthpunk je hudební žánr, který kombinuje prvky elektronické hudby a punk rocku.",digital_punk,YES
,bn:00339257n,synthpunk,"Synthpunk je hudební žánr, který kombinuje prvky elektronické hudby a punk rocku.",electro_punk,YES
,bn:00339257n,synthpunk,"Synthpunk je hudební žánr, který kombinuje prvky elektronické hudby a punk rocku.",synth_punk,YES
,bn:00339257n,synthpunk,"Synthpunk je hudební žánr, který kombinuje prvky elektronické hudby a punk rocku.",synthpunk,YES
,bn:02038568n,"electro_swing, swing_house, electroswing, swing_house_and_electro-swing, swinghouse, swing_house_music, electro-swing, eswing, swing_hop","Electro swing, or swing house music, is a music genre that combines the influence of vintage or modern swing and jazz mixed with house, hip hop, and EDM.",electroswing,YES
,bn:02038568n,"electro_swing, swing_house, electroswing, swing_house_and_electro-swing, swinghouse, swing_house_music, electro-swing, eswing, swing_hop","Electro swing, or swing house music, is a music genre that combines the influence of vintage or modern swing and jazz mixed with house, hip hop, and EDM.",electro_swing,YES
,bn:02038568n,"electro_swing, swing_house, electroswing, swing_house_and_electro-swing, swinghouse, swing_house_music, electro-swing, eswing, swing_hop","Electro swing, or swing house music, is a music genre that combines the influence of vintage or modern swing and jazz mixed with house, hip hop, and EDM.",nuswing,YES
,bn:02038568n,"electro_swing, swing_house, electroswing, swing_house_and_electro-swing, swinghouse, swing_house_music, electro-swing, eswing, swing_hop","Electro swing, or swing house music, is a music genre that combines the influence of vintage or modern swing and jazz mixed with house, hip hop, and EDM.",electro-swing,YES
,bn:03089828n,"folk_music_of_england, music_of_england, english_folk_music, east_anglian_music, timeline_of_trends_in_music_from_the_united_kingdom, english_folk_song, traditional_music_of_england, west_country_music, english_folk, english_folk-song, music_of_the_west_country, cockney_music","The folk music of England is a tradition-based music, which has existed since the later medieval period.",englische_volkslied,YES
,bn:00875658n,enka,Enka is a popular Japanese music genre considered to resemble traditional Japanese music stylistically.,enka,YES
,bn:00875658n,enka,Enka is a popular Japanese music genre considered to resemble traditional Japanese music stylistically.,japanische_schlager,YES
,bn:00875658n,enka,Enka is a popular Japanese music genre considered to resemble traditional Japanese music stylistically.,japanischer_schlager,YES
,bn:02100184n,"ethno_jazz, world_jazz, ethno-jazz","Ethno jazz, also known as world jazz, is a subgenre of jazz and world music, developed internationally in the 1950s and '60s and broadly characterized by a combination of traditional jazz and non-Western musical elements.",ethno-jazz,YES
,bn:01333903n,"euro_disco, eurodisco, euro-disco, european_disco",Euro disco is the variety of European forms of electronic dance music that evolved from disco in the late 1970s; incorporating elements of pop and rock into a disco-like continuous dance atmosphere.,euro_disco,YES
,bn:01333903n,"euro_disco, eurodisco, euro-disco, european_disco",Euro disco is the variety of European forms of electronic dance music that evolved from disco in the late 1970s; incorporating elements of pop and rock into a disco-like continuous dance atmosphere.,eurodisco,YES
,bn:03276399n,european_free_jazz,European free jazz is a part of the global free jazz scene with its own development and characteristics.,europäischen_free_jazz,YES
,bn:03230153n,"executive_producer, executive_producers, co-executive_producer, creative_producer, artistic_producer, exec-producer, executive_in_charge_of_production, executive_produced, exec-produced",Executive producer is one of the top positions in the making of a commercial entertainment product.,executive_producer,YES
,bn:03230153n,"executive_producer, executive_producers, co-executive_producer, creative_producer, artistic_producer, exec-producer, executive_in_charge_of_production, executive_produced, exec-produced",Executive producer is one of the top positions in the making of a commercial entertainment product.,ausführender_produzent,YES
,bn:03230153n,"executive_producer, executive_producers, co-executive_producer, creative_producer, artistic_producer, exec-producer, executive_in_charge_of_production, executive_produced, exec-produced",Executive producer is one of the top positions in the making of a commercial entertainment product.,herstellungsleiter,YES
,bn:03230153n,"executive_producer, executive_producers, co-executive_producer, creative_producer, artistic_producer, exec-producer, executive_in_charge_of_production, executive_produced, exec-produced",Executive producer is one of the top positions in the making of a commercial entertainment product.,ausführende_produzentin,YES
,bn:02498404n,exotica,"Exotica is a musical genre, named after the 1957 Martin Denny album of the same title that was popular during the 1950s to mid-1960s with Americans who came of age during World War II.",exotica,YES
,bn:03476777n,"extreme_metal, extreme_metal_music, extreme_heavy_metal, violent_metal, extreme_music, harsh_metal, brutal_metal, list_of_extreme_metal_genres, extreme_heavy_metal_music, extremetal, hardcore_metal, extremely_heavy_metal, hardcore_heavy_metal, extreme-metal",Extreme metal is a loosely defined umbrella term for a number of related heavy metal music subgenres that have developed since the early 1980s.,extreme_metal,YES
,bn:01014201n,fann_at-tanbura,"Fann aṭ-Ṭanbūra is a traditional music and dance genre in the Arab states of the Persian Gulf, especially Bahrain, Kuwait and Oman.",fann_at-tanbura,YES
,bn:03230394n,farruca,Farruca is a form of flamenco music developed in the late 19th century.,farruca,YES
,bn:03153269n,fiafia,"The word ""fiafia"" is used in the Pacific islands, such as Samoa and Tonga.",fiafia,YES
,bn:03184083n,"aboriginal_music_of_canada, aboriginal_music_in_canada, first_nations_music",Indigenous music of Canada encompasses a wide variety of musical genres created by Aboriginal Canadians.,first_nations_musik,YES
,bn:00923100n,"folk_rock, folk-rock, rock_and_reel, 1960s_folk_rock, rock_folk, folk/rock, pop_folk, extreme_folk, folk_rock_music, folk_pop, folkrock","Folk rock is a hybrid music genre combining elements of folk music and rock music, which arose in the United States, Canada, and the United Kingdom in the mid-1960s.",folk-rock,YES
,bn:00923100n,"folk_rock, folk-rock, rock_and_reel, 1960s_folk_rock, rock_folk, folk/rock, pop_folk, extreme_folk, folk_rock_music, folk_pop, folkrock","Folk rock is a hybrid music genre combining elements of folk music and rock music, which arose in the United States, Canada, and the United Kingdom in the mid-1960s.",folk_rock,YES
,bn:00923100n,"folk_rock, folk-rock, rock_and_reel, 1960s_folk_rock, rock_folk, folk/rock, pop_folk, extreme_folk, folk_rock_music, folk_pop, folkrock","Folk rock is a hybrid music genre combining elements of folk music and rock music, which arose in the United States, Canada, and the United Kingdom in the mid-1960s.",folkrock,YES
,bn:02963853n,"formula_composition, standard","Formula composition is a serially derived technique encountered principally in the music of Karlheinz Stockhausen, involving the projection, expansion, and Ausmultiplikation of either a single melody-formula, or a two- or three-voice contrapuntal construction.",formelkomposition,YES
,bn:02963853n,"formula_composition, standard","Formula composition is a serially derived technique encountered principally in the music of Karlheinz Stockhausen, involving the projection, expansion, and Ausmultiplikation of either a single melody-formula, or a two- or three-voice contrapuntal construction.",formel_zusammensetzung,YES
,bn:00335550n,"rock_music_in_france, french_rock","French rock is a form of rock music produced in France, primarily with lyrics in the French language.",französisch_rock,YES
,bn:03326392n,"french_hip_hop, french_rap, french_hip-hop, french_hiphop, african_rap_in_france, french_rap_music, african_rap/france, list_of_french_hip_hop_musicians, french_rap_group, list_of_french_hip_hop_artists, rap_français",French hip hop is the hip hop music style developed in French-speaking countries.,französischer_hip-hop,YES
,bn:03326392n,"french_hip_hop, french_rap, french_hip-hop, french_hiphop, african_rap_in_france, french_rap_music, african_rap/france, list_of_french_hip_hop_musicians, french_rap_group, list_of_french_hip_hop_artists, rap_français",French hip hop is the hip hop music style developed in French-speaking countries.,hip-hop_in_frankreich,YES
,bn:03326392n,"french_hip_hop, french_rap, french_hip-hop, french_hiphop, african_rap_in_france, french_rap_music, african_rap/france, list_of_french_hip_hop_musicians, french_rap_group, list_of_french_hip_hop_artists, rap_français",French hip hop is the hip hop music style developed in French-speaking countries.,französischer_hip_hop,YES
,bn:03326392n,"french_hip_hop, french_rap, french_hip-hop, french_hiphop, african_rap_in_france, french_rap_music, african_rap/france, list_of_french_hip_hop_musicians, french_rap_group, list_of_french_hip_hop_artists, rap_français",French hip hop is the hip hop music style developed in French-speaking countries.,französisch_rap,YES
,bn:03624976n,freak_folk,"Freak folk is a loosely defined synonym or subgenre of psychedelic folk which involves acoustic sounds, pastoral and delightful lyrics, and a neo-hippie aesthetic.",freak_folk,YES
,bn:03550039n,"freakbeat, freak_beat","Freakbeat is a loosely defined subgenre of rock and roll music developed mainly by harder-driving British groups, often those with a mod following, during the Swinging London period of the mid-to late 1960s.",freakbeat,YES
,bn:00618193n,,Censura musicae est cohibitio operum musicorum libenter potiendi.,freemuse,YES
,bn:01467658n,"french_house, disco_house, tekfunk, french_touch, french_house_music, neu-disco","French house, also known as French touch, filter house and tekfunk, is a style of house music originally produced by French musicians in the 1990s.",french_house,YES
,bn:01467658n,"french_house, disco_house, tekfunk, french_touch, french_house_music, neu-disco","French house, also known as French touch, filter house and tekfunk, is a style of house music originally produced by French musicians in the 1990s.",daft_crew,YES
,bn:01467658n,"french_house, disco_house, tekfunk, french_touch, french_house_music, neu-disco","French house, also known as French touch, filter house and tekfunk, is a style of house music originally produced by French musicians in the 1990s.",french_touched_house,YES
,bn:01467658n,"french_house, disco_house, tekfunk, french_touch, french_house_music, neu-disco","French house, also known as French touch, filter house and tekfunk, is a style of house music originally produced by French musicians in the 1990s.",french_filter_house,YES
,bn:01467658n,"french_house, disco_house, tekfunk, french_touch, french_house_music, neu-disco","French house, also known as French touch, filter house and tekfunk, is a style of house music originally produced by French musicians in the 1990s.",french_touch,YES
,bn:01467658n,"french_house, disco_house, tekfunk, french_touch, french_house_music, neu-disco","French house, also known as French touch, filter house and tekfunk, is a style of house music originally produced by French musicians in the 1990s.",sidechain,YES
,bn:01467658n,"french_house, disco_house, tekfunk, french_touch, french_house_music, neu-disco","French house, also known as French touch, filter house and tekfunk, is a style of house music originally produced by French musicians in the 1990s.",französisch_haus,YES
,bn:01467658n,"french_house, disco_house, tekfunk, french_touch, french_house_music, neu-disco","French house, also known as French touch, filter house and tekfunk, is a style of house music originally produced by French musicians in the 1990s.",französisch_touch,YES
,bn:03456310n,"french_pop, french_pop_music",French pop music is pop music sung in the French language.,french_pop,YES
,bn:03456310n,"french_pop, french_pop_music",French pop music is pop music sung in the French language.,frankopop,YES
,bn:03456310n,"french_pop, french_pop_music",French pop music is pop music sung in the French language.,französisch_pop,YES
,bn:03456310n,"french_pop, french_pop_music",French pop music is pop music sung in the French language.,französisch_popmusik,YES
,bn:03551370n,"frottola, frottole",The frottola was the predominant type of Italian popular secular song of the late fifteenth and early sixteenth century.,frottola,YES
,bn:03288282n,"filler, filler_saga","Filler is material of lower cost or quality that is used to fill a certain television time slot or physical medium, such as a music album.",füllstoff,YES
,bn:00959612n,"funk_metal, funk-metal, thrash_funk, funkcore, hardcore_funk",Funk metal is a fusion genre of funk rock and alternative metal which infuses heavy metal music with elements of funk and punk rock.,funk_metal,YES
,bn:00959612n,"funk_metal, funk-metal, thrash_funk, funkcore, hardcore_funk",Funk metal is a fusion genre of funk rock and alternative metal which infuses heavy metal music with elements of funk and punk rock.,funky_metal,YES
,bn:02862293n,funkstep,"Funkstep is a style of electronic dance music and a subgenre of drum and bass, dubstep and also of funky house.",funkstep,YES
,bn:16047300n,punk_pathetique,Punk pathetique is a subgenre of British punk rock that involved humour and working-class cultural themes.,fun-punk,YES
,bn:16047300n,punk_pathetique,Punk pathetique is a subgenre of British punk rock that involved humour and working-class cultural themes.,spaß-punk,YES
,bn:16047300n,punk_pathetique,Punk pathetique is a subgenre of British punk rock that involved humour and working-class cultural themes.,spass-punk,YES
,bn:16047300n,punk_pathetique,Punk pathetique is a subgenre of British punk rock that involved humour and working-class cultural themes.,funpunk,YES
,bn:16047300n,punk_pathetique,Punk pathetique is a subgenre of British punk rock that involved humour and working-class cultural themes.,fun_punk,YES
,bn:16047300n,punk_pathetique,Punk pathetique is a subgenre of British punk rock that involved humour and working-class cultural themes.,punk_pathetique,YES
,bn:01432889n,"jazz_fusion, jazz-rock, jazz-fusion, jazz_rock, jazz_metal, jazz_pop, jazz-rock_fusion, jazzrock, jazz-metal, fusion_music, alt-jazz, fusion_jazz, jazz-pop, list_of_notable_jazz_fusion_recordings, horn_rock","A type of music that developed in the 1970s, combining jazz styles with rock music and using electronic instruments such as guitars and synthesizers.",fusion,YES
,bn:01432889n,"jazz_fusion, jazz-rock, jazz-fusion, jazz_rock, jazz_metal, jazz_pop, jazz-rock_fusion, jazzrock, jazz-metal, fusion_music, alt-jazz, fusion_jazz, jazz-pop, list_of_notable_jazz_fusion_recordings, horn_rock","A type of music that developed in the 1970s, combining jazz styles with rock music and using electronic instruments such as guitars and synthesizers.",fusion-musik,YES
,bn:01432889n,"jazz_fusion, jazz-rock, jazz-fusion, jazz_rock, jazz_metal, jazz_pop, jazz-rock_fusion, jazzrock, jazz-metal, fusion_music, alt-jazz, fusion_jazz, jazz-pop, list_of_notable_jazz_fusion_recordings, horn_rock","A type of music that developed in the 1970s, combining jazz styles with rock music and using electronic instruments such as guitars and synthesizers.",jazz_rock,YES
,bn:01432889n,"jazz_fusion, jazz-rock, jazz-fusion, jazz_rock, jazz_metal, jazz_pop, jazz-rock_fusion, jazzrock, jazz-metal, fusion_music, alt-jazz, fusion_jazz, jazz-pop, list_of_notable_jazz_fusion_recordings, horn_rock","A type of music that developed in the 1970s, combining jazz styles with rock music and using electronic instruments such as guitars and synthesizers.",rockjazz,YES
,bn:01432889n,"jazz_fusion, jazz-rock, jazz-fusion, jazz_rock, jazz_metal, jazz_pop, jazz-rock_fusion, jazzrock, jazz-metal, fusion_music, alt-jazz, fusion_jazz, jazz-pop, list_of_notable_jazz_fusion_recordings, horn_rock","A type of music that developed in the 1970s, combining jazz styles with rock music and using electronic instruments such as guitars and synthesizers.",jazz-rock,YES
,bn:01432889n,"jazz_fusion, jazz-rock, jazz-fusion, jazz_rock, jazz_metal, jazz_pop, jazz-rock_fusion, jazzrock, jazz-metal, fusion_music, alt-jazz, fusion_jazz, jazz-pop, list_of_notable_jazz_fusion_recordings, horn_rock","A type of music that developed in the 1970s, combining jazz styles with rock music and using electronic instruments such as guitars and synthesizers.",jazzrock,YES
,bn:01432889n,"jazz_fusion, jazz-rock, jazz-fusion, jazz_rock, jazz_metal, jazz_pop, jazz-rock_fusion, jazzrock, jazz-metal, fusion_music, alt-jazz, fusion_jazz, jazz-pop, list_of_notable_jazz_fusion_recordings, horn_rock","A type of music that developed in the 1970s, combining jazz styles with rock music and using electronic instruments such as guitars and synthesizers.",jazz_fusion,YES
,bn:01432889n,"jazz_fusion, jazz-rock, jazz-fusion, jazz_rock, jazz_metal, jazz_pop, jazz-rock_fusion, jazzrock, jazz-metal, fusion_music, alt-jazz, fusion_jazz, jazz-pop, list_of_notable_jazz_fusion_recordings, horn_rock","A type of music that developed in the 1970s, combining jazz styles with rock music and using electronic instruments such as guitars and synthesizers.",fusion_jazz,YES
,bn:01432889n,"jazz_fusion, jazz-rock, jazz-fusion, jazz_rock, jazz_metal, jazz_pop, jazz-rock_fusion, jazzrock, jazz-metal, fusion_music, alt-jazz, fusion_jazz, jazz-pop, list_of_notable_jazz_fusion_recordings, horn_rock","A type of music that developed in the 1970s, combining jazz styles with rock music and using electronic instruments such as guitars and synthesizers.",fusion-jazz,YES
,bn:01432889n,"jazz_fusion, jazz-rock, jazz-fusion, jazz_rock, jazz_metal, jazz_pop, jazz-rock_fusion, jazzrock, jazz-metal, fusion_music, alt-jazz, fusion_jazz, jazz-pop, list_of_notable_jazz_fusion_recordings, horn_rock","A type of music that developed in the 1970s, combining jazz styles with rock music and using electronic instruments such as guitars and synthesizers.",jazz-fusion,YES
,bn:01994576n,"futurepop, future_pop, future-pop","Futurepop is an electronic music genre, an outgrowth of EBM, that evolved in the late 1990s with groups like VNV Nation, Covenant, and Apoptygma Berzerk.",futurepop,YES
,bn:01994576n,"futurepop, future_pop, future-pop","Futurepop is an electronic music genre, an outgrowth of EBM, that evolved in the late 1990s with groups like VNV Nation, Covenant, and Apoptygma Berzerk.",future_pop,YES
,bn:01994576n,"futurepop, future_pop, future-pop","Futurepop is an electronic music genre, an outgrowth of EBM, that evolved in the late 1990s with groups like VNV Nation, Covenant, and Apoptygma Berzerk.",weiberelektro,YES
,bn:01994576n,"futurepop, future_pop, future-pop","Futurepop is an electronic music genre, an outgrowth of EBM, that evolved in the late 1990s with groups like VNV Nation, Covenant, and Apoptygma Berzerk.",weiberelectro,YES
,bn:01994576n,"futurepop, future_pop, future-pop","Futurepop is an electronic music genre, an outgrowth of EBM, that evolved in the late 1990s with groups like VNV Nation, Covenant, and Apoptygma Berzerk.",future-pop,YES
,bn:00996547n,"early_hardcore, gabber, hardcore_house, rotterdam_hardcore, rotterdam_techno, gabber_music","Gabber, is a style of electronic music and a subgenre of hardcore techno.",gabber,YES
,bn:03340900n,"gamelan_gong_kebyar, gong_kebyar, tabuh_kreasi, gamelan_kebyar, kebyar, jegogan, tabuh_kreasi_baru",Gamelan gong kebyar is a style or genre of Balinese gamelan music of Indonesia.,gamelan_gong_kebyar,YES
,bn:03340900n,"gamelan_gong_kebyar, gong_kebyar, tabuh_kreasi, gamelan_kebyar, kebyar, jegogan, tabuh_kreasi_baru",Gamelan gong kebyar is a style or genre of Balinese gamelan music of Indonesia.,kebyar,YES
,bn:01095866n,ganga,"Ganga is a type of singing that originated from rural Bosnia and Herzegovina, Croatia, and Montenegro.",ganga,YES
,bn:01095866n,ganga,"Ganga is a type of singing that originated from rural Bosnia and Herzegovina, Croatia, and Montenegro.",gange,YES
,bn:03196327n,"garifuna_music, paranda_music","Garifuna music is an ethnic music and dance with African and Arawak elements, originated by an Afro Indigenous group known as the Garifuna people, pre to their exile to Central America from Saint Vincent And The Grenadines.",garifuna-musik,YES
,bn:00000977n,"ear_canal, external_auditory_canal, auditory_canal, acoustic_meatus, external_auditory_meatus, auditory_meatus, external_acoustic_meatus, meatus_acusticus_externus, ear_canals, external_ear_canal, external_acoustic_meatis, external_ear_canals, external_acoustic_canal",Either of the passages in the outer ear from the auricle to the tympanic membrane,gehörgang,YES
,bn:00000977n,"ear_canal, external_auditory_canal, auditory_canal, acoustic_meatus, external_auditory_meatus, auditory_meatus, external_acoustic_meatus, meatus_acusticus_externus, ear_canals, external_ear_canal, external_acoustic_meatis, external_ear_canals, external_acoustic_canal",Either of the passages in the outer ear from the auricle to the tympanic membrane,äußerer_gehörgang,YES
